,P6426,P6440,P7040,OFICIO,P6430,RAMA4D_R4,INGLABO
17095,12,2,2,55,4,8121,250000
17096,96,2,2,95,4,4111,1600000
17097,36,1,2,45,4,4792,150000
17098,7,1,2,95,1,4111,1200000
17099,0,2,2,41,4,4721,0
17100,6,1,2,95,1,4111,1600000
17101,96,1,2,53,1,5611,908526
17102,8,1,2,53,1,5611,908526
17103,15,1,2,95,1,4111,1160000
17104,5,1,2,53,1,5611,600000
17105,24,1,2,55,1,6920,450000
17106,2,1,2,95,1,4111,1000000
17107,48,1,2,33,1,5221,908526
17108,48,1,2,83,1,4665,1000000
17109,2,1,2,79,1,1410,908526
17110,24,1,2,58,1,6820,908526
17111,48,1,2,3,1,1061,1190000
17112,240,1,2,62,1,123,1000000
17113,4,1,2,54,3,9700,600000
17114,180,2,2,87,4,2592,1400000
17115,60,1,2,97,1,4663,908526
17116,1,1,2,94,1,3290,400000
17117,96,1,2,45,1,9200,908526
17118,6,1,2,53,1,5611,320000
17119,12,1,2,62,8,123,620000
17120,32,1,2,45,1,4711,1100000
17121,100,1,2,97,1,1082,908526
17122,12,2,2,61,4,161,800000
17123,240,2,2,95,5,4111,1400000
17124,84,1,2,97,1,4663,1200000
17125,12,2,2,61,4,161,300000
17126,12,2,2,61,4,161,240000
17127,5,1,2,57,1,9602,700000
17128,12,2,2,98,4,4921, 
17129,144,1,2,3,1,1061,2500000
17130,360,1,2,95,1,7210,908526
17131,36,1,2,54,3,9700,740000
17132,180,1,2,33,1,4754,908526
17133,24,1,2,45,1,4754,908526
17134,4,1,2,54,3,9700,400000
17135,3,1,2,62,8,123,600000
17136,4,1,2,95,1,4111,1000000
17137,2,1,2,62,8,123,650000
17138,5,1,2,3,1,9511,900000
17139,0,1,2,95,1,4111,1080000
17140,12,1,2,62,1,123,908526
17141,2,1,2,62,8,124,720000
17142,84,1,2,95,1,4210,908526
17143,60,1,2,39,1,4724,908526
17144,18,2,1,77,4,5619,320000
17145,18,2,2,97,4,5224,400000
17146,24,2,2,55,4,8121,200000
17147,36,1,2,45,1,4772,908526
17148,300,2,2,45,4,3830,300000
17149,300,2,2,45,6,3830, 
17150,18,2,2,45,6,3830, 
17151,240,2,2,83,5,2511,700000
17152,18,1,2,45,1,4711,500000
17153,168,1,2,58,1,4719,908526
17154,4,2,2,55,4,8121,120000
17155,78,1,2,98,1,4923,1440000
17156,144,1,2,95,1,4111,700000
17157,5,1,2,54,3,9700,100000
17158,18,1,2,45,1,4771, 
17159,40,2,2,98,4,4921,600000
17160,48,1,2,21,1,9200,1200000
17161,4,1,2,59,1,9200,908526
17162,60,2,2,83,4,2511,900000
17163,36,1,2,98,1,4923, 
17164,24,2,1,98,4,4923,200000
17165,24,1,2,45,1,4721,400000
17166,24,1,2,94,4,3290,250000
17167,240,2,2,85,4,4321,900000
17168,480,2,2,87,5,4520,1000000
17169,96,1,2,87,1,4520,320000
17170,108,1,2,39,1,5229,908526
17171,3,1,2,85,1,4321,900000
17172,8,1,2,97,1,4799,700000
17173,0,1,2,95,1,4111,400000
17174,9,2,2,16,4,7310,300000
17175,36,1,2,39,2,8530,950000
17176,0,1,2,53,1,5611,500000
17177,0,1,2,45,1,5630,200000
17178,216,1,2,13,1,8530,2500000
17179,36,2,2,61,5,125,2000000
17180,5,1,2,59,1,5221,800000
17181,5,1,2,59,1,5221,800000
17182,144,1,2,84,1,4542,800000
17183,4,1,2,32,1,4520,500000
17184,24,1,2,21,1,4923,908526
17185,156,1,2,98,1,4923,1500000
17186,5,1,2,39,1,3511,908526
17187,360,2,2,95,4,4111,700000
17188,192,1,2,58,2,8422,2300000
17189,36,1,2,32,1,4711,1000000
17190,48,1,2,85,1,4520,908526
17191,60,2,2,98,4,4921,1200000
17192,12,2,2,19,4,8412,3500000
17193,62,2,2,59,4,9609,1000000
17194,240,2,1,45,4,4782,550000
17195,62,2,2,41,4,4711,100000
17196,192,1,2,87,1,4520,300000
17197,36,2,2,77,4,5619,70000
17198,48,1,2,95,1,4111,800000
17199,132,2,2,51,5,5613,1800000
17200,4,1,2,44,1,4632,908526
17201,4,1,2,13,1,8890,1167000
17202,240,2,2,57,4,9609,100000
17203,6,2,2,83,4,2511,800000
17204,120,2,2,83,4,2511,800000
17205,240,2,2,45,4,4799, 
17206,9,1,2,3,4,8544,908526
17207,336,2,1,45,4,4721,300000
17208,18,2,2,41,4,4711,500000
17209,36,2,2,98,4,4921,800000
17210,24,2,1,85,4,4321,850000
17211,30,1,2,59,4,8610,1200000
17212,240,2,2,97,4,5224,400000
17213,24,1,2,53,1,5611,490000
17214,1,1,2,95,1,4111,300000
17215,4,1,2,53,1,5611,400000
17216,288,2,2,83,4,2511,800000
17217,3,1,2,54,3,9700,540000
17218,0,1,2,87,1,4520,400000
17219,360,2,2,16,4,7420, 
17220,24,1,2,85,1,4329,2200000
17221,12,1,2,99,1,4111,900000
17222,36,1,2,58,1,6820,950000
17223,24,1,2,13,4,8512, 
17224,216,2,2,79,4,9529,200000
17225,216,2,2,79,6,9529, 
17226,24,2,2,45,4,5619,300000
17227,24,2,2,53,6,5619, 
17228,3,1,2,95,1,4111,600000
17229,2,1,2,84,1,4520,370000
17230,120,1,2,45,1,4711,410000
17231,300,2,2,43,4,4512,0
17232,180,1,2,59,1,8730, 
17233,24,1,2,8,1,4210,700000
17234,144,2,2,57,4,9602,200000
17235,240,2,2,45,4,5619,1000000
17236,7,2,2,57,4,9602,100000
17237,62,1,1,13,1,8530,1308526
17238,360,2,2,75,4,1430,20000
17239,1,1,2,45,1,4645,908526
17240,6,2,2,7,4,8621,600000
17241,210,1,2,85,2,3513,908526
17242,240,2,2,45,4,4792,50000
17243,24,2,2,77,4,5619,320000
17244,8,1,2,54,3,9700,500000
17245,1,2,2,97,4,5224,600000
17246,7,1,2,40,1,4771,400000
17247,72,1,2,99,2,8412,908526
17248,240,2,2,45,4,4799,400000
17249,12,2,2,97,4,5224,400000
17250,360,2,2,95,4,1630,300000
17251,24,2,2,97,7,4923, 
17252,1,1,2,97,1,4923,300000
17253,360,2,2,98,4,4921,500000
17254,5,1,2,45,1,1081,700000
17255,106,2,2,83,4,2511,800000
17256,120,2,2,45,4,4782,400000
17257,48,2,2,45,4,4729,600000
17258,16,2,2,98,4,4921,600000
17259,300,2,2,61,4,113, 
17260,144,1,2,13,2,8530,3000000
17261,240,2,2,45,4,4781,200000
17262,24,2,2,59,4,8610,1300000
17263,36,1,2,84,1,4520,400000
17264,12,1,2,59,4,8610,1300000
17265,480,2,2,45,4,4781,500000
17266,12,1,2,45,1,4721,340000
17267,96,1,1,45,1,4721, 
17268,12,1,2,45,1,4721,400000
17269,4,1,2,45,1,4721,340000
17270,72,2,2,16,5,7420, 
17271,24,2,1,16,4,7420,400000
17272,24,1,2,79,1,3110,500000
17273,120,2,2,45,6,4781, 
17274,120,2,2,45,4,4781,600000
17275,12,2,2,45,6,4781, 
17276,12,2,2,45,4,4781,0
17277,24,2,2,98,4,4921,400000
17278,0,2,2,87,4,4520,0
17279,24,1,2,45,1,4731,908526
17280,24,1,2,3,1,8621,908526
17281,180,2,2,94,4,3290,0
17282,4,2,2,97,4,5224,300000
17283,540,2,2,97,4,5224,320000
17284,6,2,2,45,4,4782, 
17285,12,2,2,98,4,4921, 
17286,360,2,2,85,4,9522,200000
17287,156,1,2,98,1,4923,1000000
17288,360,2,2,79,4,9529,100000
17289,36,2,1,41,5,4752,3500000
17290,576,2,1,79,4,9529,150000
17291,300,1,2,3,1,6910,908526
17292,120,1,2,92,1,7310,800000
17293,48,2,2,41,4,4711,500000
17294,24,2,2,98,4,4921,700000
17295,120,2,2,98,4,4921,600000
17296,36,2,2,45,4,4799,700000
17297,1,2,2,45,6,4721, 
17298,24,2,2,41,4,4721,800000
17299,0,2,1,98,4,4921,40000
17300,48,1,2,2,1,4210,1800000
17301,6,2,1,61,5,141,2500000
17302,6,2,1,61,5,141,2500000
17303,144,2,2,21,5,7500,1800000
17304,62,2,2,3,4,4520,1200000
17305,62,2,2,40,6,4520, 
17306,4,2,1,13,4,8559,95000
17307,14,1,1,45,1,4799,1208526
17308,6,1,2,45,1,4759,908526
17309,6,1,2,45,1,4759,908526
17310,120,2,2,41,4,4711,200000
17311,120,2,2,45,6,4711, 
17312,60,1,2,13,2,8530,2300000
17313,7,1,2,50,1,5511,400000
17314,6,2,2,77,4,5619,500000
17315,24,1,2,95,1,4111,840000
17316,4,1,2,97,4,9499,1300000
17317,48,1,2,87,4,8412,908526
17318,2,1,2,95,1,4111,840000
17319,3,1,2,53,1,5611,560000
17320,1,2,2,61,4,161,500000
17321,168,2,2,61,4,161,300000
17322,48,2,2,61,4,161,500000
17323,48,1,2,45,1,4723,600000
17324,2,2,2,41,4,4771,500000
17325,3,1,2,97,1,8292,650000
17326,3,1,2,33,1,7420,350000
17327,1,1,2,57,1,9602,400000
17328,18,1,2,45,1,4759,848000
17329,8,1,2,95,1,4111,770000
17330,1,1,2,77,1,5619,700000
17331,120,2,2,53,4,5619,400000
17332,120,2,2,95,5,4111,600000
17333,120,2,2,53,4,5619,100000
17334,180,2,2,77,4,5619,250000
17335,60,1,2,21,2,8414,2500000
17336,12,1,1,32,1,7020,400000
17337,36,2,2,41,5,4772,2000000
17338,36,2,2,41,5,4772,2000000
17339,1,1,2,45,1,4772,500000
17340,36,1,2,3,2,3511,1200000
17341,36,2,2,41,4,4719,1000000
17342,24,1,2,87,1,2511,1500000
17343,12,1,2,19,4,8412,1500000
17344,96,2,2,61,4,161,500000
17345,264,2,2,62,7,122, 
17346,240,2,2,21,5,4520,400000
17347,360,1,1,32,2,8530,3800000
17348,312,1,2,13,2,8530,3700000
17349,12,2,2,45,7,4711, 
17350,360,2,2,95,4,4111,500000
17351,7,2,2,41,4,4711,200000
17352,1,1,2,95,1,4111,1080000
17353,24,1,2,85,1,4321,1050000
17354,48,2,2,61,4,161,250000
17355,420,2,2,79,4,9529,500000
17356,240,1,2,13,2,8530,1800000
17357,324,1,2,13,2,8530,1800000
17358,17,1,2,21,4,4631,2500000
17359,24,2,2,41,4,4759,800000
17360,372,1,2,12,2,8424,14400000
17361,120,1,2,21,1,6499,2000000
17362,180,2,2,12,4,6910,1500000
17363,14,1,2,58,2,8423,2300000
17364,12,2,2,79,4,9529,400000
17365,6,1,2,11,1,5511,1500000
17366,17,1,2,13,2,8530,2600000
17367,8,2,2,95,4,4330,400000
17368,204,1,2,13,2,8530,1600000
17369,18,1,2,12,4,8415,4200000
17370,2,2,2,21,4,8414,2000000
17371,8,1,2,39,2,9101,1252000
17372,1,2,2,95,4,4111,800000
17373,240,2,2,41,4,4711,400000
17374,60,1,2,39,1,8621,908526
17375,0,2,2,53,4,5611,0
17376,6,1,2,97,1,3091,908526
17377,5,1,2,11,1,5229,1650000
17378,16,1,2,39,2,8544,1995000
17379,480,2,2,41,4,4775,1200000
17380,360,2,2,45,6,4775, 
17381,1,1,2,44,1,6202,1200000
17382,9,2,2,95,4,4111,800000
17383,12,1,2,39,1,5511,908526
17384,30,2,2,41,5,4645,4000000
17385,4,1,2,41,4,4759,1200000
17386,3,1,2,45,1,4711,500000
17387,12,1,2,95,1,4111,908526
17388,12,1,2,59,4,8610,1100000
17389,96,1,2,54,3,9700,1228526
17390,240,2,2,11,5,6920,3200000
17391,300,2,2,6,5,8622,1800000
17392,4,1,1,12,4,8414,3900000
17393,1,2,2,55,4,8121,480000
17394,2,2,2,55,4,8121,230000
17395,10,2,2,55,4,8121,480000
17396,2,1,2,62,8,123,680000
17397,4,2,2,99,4,4520,500000
17398,4,2,2,59,4,8810,100000
17399,7,1,2,59,1,8730,550000
17400,6,2,2,53,4,5611,500000
17401,7,1,2,55,1,6820,908526
17402,48,1,2,62,1,6820,908526
17403,10,1,2,83,1,4111,908526
17404,24,1,2,33,1,4711,908526
17405,132,1,2,39,1,6910,908526
17406,18,1,2,81,1,3110,908526
17407,1,2,2,95,4,4111,1200000
17408,48,1,2,55,1,6820,908526
17409,12,2,2,95,4,4111,800000
17410,36,1,2,45,1,4711,650000
17411,12,2,2,62,4,8130,500000
17412,14,2,2,62,4,8130,600000
17413,25,2,2,41,4,4711,320000
17414,12,2,2,45,6,4711, 
17415,1,1,2,62,8,121,760000
17416,0,2,2,54,4,8890,0
17417,0,2,2,77,4,5619,0
17418,1,2,2,95,4,4111,900000
17419,10,2,2,45,4,4724,336000
17420,18,1,2,39,4,8411,908526
17421,2,1,2,95,1,4111,1600000
17422,24,1,2,44,1,6120,908526
17423,4,1,2,13,2,8544,1970000
17424,2,2,2,45,4,5619,200000
17425,108,1,2,13,4,8551,3700000
17426,3,2,2,53,4,5619,300000
17427,12,2,2,45,4,4781,100000
17428,9,2,2,99,4,4721,132000
17429,4,1,2,54,3,9700,1000000
17430,12,2,2,45,4,3830,150000
17431,13,1,2,93,1,3110,1200000
17432,8,1,2,81,1,3110,800000
17433,84,1,2,58,1,6820,908526
17434,1,2,2,87,4,4520,320000
17435,60,1,2,3,1,9491,908526
17436,3,1,2,95,1,4210,1000000
17437,1,2,2,55,4,8121,240000
17438,1,2,2,77,4,5619,350000
17439,1,2,2,77,6,5619, 
17440,24,1,2,53,1,5611,850000
17441,4,1,2,98,1,4923,600000
17442,12,1,2,62,8,123,800000
17443,3,1,2,3,4,8413,1836000
17444,12,1,2,62,8,121,880000
17445,14,1,2,21,1,6190,900000
17446,18,1,2,53,1,5630,900000
17447,24,1,2,13,2,8530,1700000
17448,12,2,2,3,4,4741,1200000
17449,2,1,2,13,4,9321,1800000
17450,48,1,2,45,1,4761,950000
17451,360,1,2,62,8,123,800000
17452,60,2,2,45,4,4781,200000
17453,180,1,2,93,1,4330,800000
17454,240,1,2,21,1,4921,1200000
17455,36,2,2,41,4,4759,700000
17456,68,2,2,41,4,4761,900000
17457,36,1,2,13,2,8530,2000000
17458,108,1,2,13,2,8530,2000000
17459,24,2,2,41,4,4771,1200000
17460,12,2,2,45,6,4771, 
17461,86,1,2,58,2,8423,1200000
17462,36,2,2,41,4,4711,1300000
17463,16,1,2,62,8,123,900000
17464,13,1,2,62,8,123,880000
17465,12,1,2,50,1,5611,1000000
17466,14,1,2,53,1,5611,1350000
17467,64,2,2,55,4,8121,480000
17468,144,2,2,41,4,4771,700000
17469,12,1,2,97,1,4721,850000
17470,76,1,2,13,1,8413,1200000
17471,8,1,2,95,1,4111,800000
17472,102,1,2,13,2,8530,2100000
17473,36,1,2,33,1,8610,1200000
17474,90,1,2,98,1,4921,1200000
17475,212,1,2,13,2,8513,2800000
17476,96,1,2,62,8,123,800000
17477,18,2,2,45,4,4781,800000
17478,12,1,2,54,3,9700,930000
17479,36,1,2,79,4,1410,800000
17480,12,2,2,41,4,4711,130000
17481,120,2,1,61,4,122,150000
17482,240,2,2,84,4,4520,300000
17483,12,2,2,99,6,4520, 
17484,180,2,2,83,4,2511,300000
17485,1,1,2,62,8,121,400000
17486,24,2,2,77,4,5619,200000
17487,4,2,2,13,4,8551,120000
17488,1,1,2,95,1,4111,800000
17489,8,2,2,41,4,4723,600000
17490,200,2,2,51,4,5630,2000000
17491,450,1,2,62,1,113,730000
17492,58,2,2,45,4,5619, 
17493,48,2,2,77,6,5619, 
17494,12,1,2,45,1,9200,300000
17495,24,1,2,55,2,8424,908526
17496,36,2,2,62,4,121, 
17497,68,2,2,41,4,4719,500000
17498,120,1,2,45,1,4771,272000
17499,14,1,2,11,4,8412,3124000
17500,350,1,2,62,1,123,908600
17501,8,1,2,54,3,9700,350000
17502,120,2,2,53,4,5611,500000
17503,24,2,2,53,6,5611, 
17504,48,2,2,61,4,145,800000
17505,48,1,2,39,2,8412,1500000
17506,7,1,2,39,1,5511,400000
17507,60,1,2,58,1,5221,600000
17508,240,2,2,62,4,113,500000
17509,5,2,2,41,4,4741,200000
17510,30,2,2,77,4,1082,0
17511,10,1,2,81,1,3110,600000
17512,0,2,2,93,4,4330,0
17513,1,2,2,57,4,9602,60000
17514,2,2,2,13,4,8559,0
17515,38,1,2,62,1,1072,920000
17516,60,2,1,41,4,4721,450000
17517,60,2,2,41,4,4721,450000
17518,18,1,2,39,1,4923,1500000
17519,24,1,2,93,1,3110,840000
17520,1,2,2,93,4,4330,500000
17521,156,2,2,98,4,4921,500000
17522,1,2,2,98,4,4921,450000
17523,0,1,2,45,1,1410,908526
17524,24,1,2,59,1,8621,908526
17525,224,1,2,13,2,8423,2600000
17526,12,1,2,45,1,4512,1058000
17527,10,2,1,55,4,8121,402000
17528,12,1,2,93,4,4520,1500000
17529,60,2,2,45,4,4771,400000
17530,195,1,2,58,2,8423,2100000
17531,192,2,2,80,4,1521,0
17532,2,1,2,85,1,6201,1400000
17533,60,2,2,45,4,4792, 
17534,48,1,2,59,1,8692, 
17535,6,1,2,45,1,4769,500000
17536,1,1,2,53,1,5611,598000
17537,84,1,2,54,1,8890,908526
17538,0,2,2,97,4,5224,0
17539,5,2,2,45,5,4799, 
17540,264,1,2,33,1,9603,1700000
17541,4,2,2,59,4,9609, 
17542,360,1,2,13,2,8530,3700000
17543,72,1,2,77,1,145,908526
17544,5,2,2,45,5,4771, 
17545,24,2,2,61,4,4759,500000
17546,360,1,2,13,2,8530,3200000
17547,14,1,2,62,8,149,600000
17548,60,1,2,11,1,7810,1300000
17549,1,2,2,98,4,4923,900000
17550,8,1,1,62,8,122,1000000
17551,8,2,2,53,6,5619, 
17552,2,2,2,99,4,4542,8000
17553,264,2,2,97,4,4923,1000000
17554,4,1,2,97,1,4649,908526
17555,36,2,2,45,4,4792,140000
17556,5,2,2,13,4,8559,450000
17557,4,1,2,97,1,4799,700000
17558,3,1,2,53,1,5611,600000
17559,48,1,2,97,1,4759,600000
17560,12,1,2,62,8,121,834000
17561,7,2,2,79,4,9529,50000
17562,48,2,1,57,4,9602,250000
17563,12,2,2,45,4,4792,100000
17564,108,1,2,98,1,4923,1200000
17565,0,1,2,11,1,9603,908526
17566,6,1,1,55,3,9700,328000
17567,12,2,2,57,4,9602, 
17568,0,2,2,62,7,122, 
17569,12,2,2,95,5,4111,1200000
17570,12,1,2,95,1,4111,800000
17571,334,1,2,99,2,3811,1009000
17572,0,1,2,95,1,4111,1000000
17573,18,1,2,55,1,9491,976000
17574,4,2,2,98,4,4923,400000
17575,6,1,2,45,1,4711, 
17576,6,2,2,45,7,4711, 
17577,1,1,2,62,8,121,800000
17578,12,1,2,62,8,121,880000
17579,48,1,2,58,2,8424,2300000
17580,24,2,2,57,4,9602,50000
17581,12,1,2,62,8,121,800000
17582,12,1,2,62,8,121,480000
17583,12,2,2,61,4,161,800000
17584,2,2,2,55,4,8121,500000
17585,216,1,2,45,1,4541,800000
17586,18,2,2,98,4,4921, 
17587,0,2,2,45,4,4791,0
17588,0,1,2,62,8,122,500000
17589,12,1,2,83,1,2511,1000000
17590,120,2,2,53,5,5611, 
17591,0,1,2,53,1,5611, 
17592,0,2,2,95,5,4330,0
17593,0,1,1,97,1,4631,480000
17594,7,2,2,53,4,5611,0
17595,6,1,2,53,1,5611,720000
17596,240,2,2,62,4,149,400000
17597,360,1,2,39,2,8412,1400000
17598,36,1,2,33,1,7120,908526
17599,3,1,2,44,1,6110,908526
17600,0,1,2,54,3,9700,440000
17601,0,2,2,45,4,4719,0
17602,0,2,1,41,4,4729,0
17603,36,2,2,53,5,5611, 
17604,6,1,2,53,1,5611,630000
17605,0,1,2,62,8,122,500000
17606,2,2,2,45,4,4799,900000
17607,3,1,2,77,1,5619,480000
17608,24,2,2,61,4,121,560000
17609,6,1,2,62,8,123,880000
17610,0,1,2,62,8,121, 
17611,24,1,2,62,8,121,690000
17612,360,2,2,45,4,9200,160000
17613,0,2,2,77,4,5619,0
17614,2,2,1,45,4,4791,97000
17615,0,1,2,62,8,123,350000
17616,12,2,1,93,4,4330,950000
17617,0,1,2,62,8,121,800000
17618,108,2,1,77,4,5619,0
17619,108,2,2,77,4,5619,200000
17620,0,1,2,45,1,9602, 
17621,72,2,2,33,6,5619, 
17622,156,1,2,13,2,8530,2800000
17623,0,2,2,45,4,4665,0
17624,1,1,2,54,3,9700,800000
17625,15,2,2,79,4,1410,400000
17626,12,2,2,98,4,4923, 
17627,120,2,2,45,5,4799, 
17628,1,1,1,58,2,8413,2100000
17629,4,1,2,32,1,9491,350000
17630,48,2,2,44,4,6820,1000000
17631,288,1,2,13,2,8530,3250000
17632,96,1,2,58,2,8424,2500000
17633,7,1,2,21,1,7500,1220000
17634,156,1,2,39,1,8621,908526
17635,276,1,2,13,2,8530,4244314
17636,36,1,2,54,3,9700,600000
17637,84,2,2,44,4,4620,510000
17638,2,1,2,33,4,8621,2000000
17639,4,1,2,11,4,7820,2000000
17640,6,1,2,54,3,9700,650000
17641,18,2,2,77,4,5619,375000
17642,18,2,2,77,4,5619,375000
17643,24,1,1,32,4,9499,1500000
17644,180,1,2,3,1,4620,1600000
17645,300,1,2,13,2,8530,4114000
17646,60,2,1,75,4,1513,1700000
17647,4,1,2,54,3,9700,900000
17648,18,2,2,41,4,4772,500000
17649,24,2,2,94,4,4711,600000
17650,84,1,2,45,1,4541,950000
17651,7,1,2,45,4,4711,1000000
17652,12,1,2,41,4,4711,600000
17653,320,2,2,75,4,1513,0
17654,36,2,2,75,6,1513, 
17655,6,2,2,53,4,5619,600000
17656,6,2,2,53,6,5619, 
17657,120,2,2,45,5,5619,750000
17658,120,2,2,45,5,5619,750000
17659,60,1,2,45,1,4649,908526
17660,1,1,2,45,4,4769,600000
17661,1,1,2,53,1,5611,800000
17662,10,2,2,98,4,4923,450000
17663,38,1,2,33,1,4719,906500
17664,11,1,2,97,1,4719,750000
17665,176,2,2,79,4,1410,250000
17666,268,2,2,95,4,4111,500000
17667,54,1,2,53,1,5619,520000
17668,216,1,2,45,1,4773,960000
17669,60,2,2,45,4,4792,120000
17670,24,1,2,39,1,7729,1014980
17671,6,2,2,98,4,4921,600000
17672,8,2,2,97,4,5320,720000
17673,60,2,2,79,4,1410,300000
17674,24,1,2,18,1,9311,850000
17675,60,2,2,77,4,1081,480000
17676,108,1,2,3,1,3513,1400000
17677,9,1,2,3,1,3513,1350000
17678,320,2,2,61,4,161,400000
17679,180,2,2,95,4,4111,1000000
17680,24,2,1,57,4,9602,410000
17681,18,2,2,77,4,5619,400000
17682,6,1,2,55,1,8691,400000
17683,120,2,2,87,4,4322,500000
17684,12,2,2,45,4,9200,450000
17685,96,2,2,98,4,4921,600000
17686,7,1,2,41,1,4773,700000
17687,24,2,2,41,4,4620,200000
17688,24,2,2,95,4,4111,500000
17689,86,2,2,98,4,4921,650000
17690,96,2,2,45,4,4789,800000
17691,16,2,2,41,4,4771,1000000
17692,10,2,2,45,6,4771, 
17693,120,2,2,98,4,4921,600000
17694,346,2,2,95,4,4111,720000
17695,14,2,2,77,4,5619,250000
17696,6,1,2,97,1,4210,940000
17697,128,2,2,53,4,5619,150000
17698,11,2,2,77,4,5619,600000
17699,36,2,2,55,4,8121,200000
17700,48,2,2,95,4,4111,450000
17701,86,1,2,98,1,4752,1100000
17702,72,2,2,84,4,4520,1000000
17703,368,2,2,44,4,4620,1200000
17704,120,2,2,57,4,9602,45000
17705,18,2,2,85,4,4321,400000
17706,60,1,2,97,4,4111,1298000
17707,48,2,1,41,4,4772, 
17708,240,1,2,54,3,9700,120000
17709,60,1,2,55,1,1103,1134980
17710,2,2,2,41,4,4761,80000
17711,12,2,2,98,4,4921,600000
17712,120,2,2,45,4,4781,600000
17713,228,2,2,44,4,4620,1200000
17714,45,2,2,98,4,4923,720000
17715,36,2,2,41,4,4723,800000
17716,60,1,2,58,4,8423,800000
17717,4,2,2,45,4,5619,450000
17718,380,2,1,56,4,9601,100000
17719,36,2,2,53,4,5619,300000
17720,480,2,2,45,4,4781,800000
17721,134,2,2,98,4,4921,800000
17722,96,2,2,98,4,4921,720000
17723,36,2,1,45,4,4792,160000
17724,14,2,2,84,4,9529,450000
17725,296,2,2,62,4,161,650000
17726,216,2,2,41,4,4724,600000
17727,216,2,2,45,6,4724, 
17728,7,2,2,98,4,4921,600000
17729,18,2,2,55,4,8121,80000
17730,1,2,2,53,4,5619,600000
17731,180,2,1,77,4,5619,100000
17732,240,2,2,95,4,4111,700000
17733,12,2,2,95,4,4111,500000
17734,12,2,2,45,4,4792,40000
17735,480,2,2,61,4,161,200000
17736,60,2,2,98,4,4921,620000
17737,180,2,2,98,4,4921,700000
17738,240,2,2,57,4,9602,480000
17739,5,1,2,45,1,4719,440000
17740,48,1,2,45,1,4711,900000
17741,240,2,2,95,4,4330,700000
17742,12,2,2,41,4,4724,500000
17743,9,1,2,12,1,7110,1016000
17744,48,2,2,38,7,6190, 
17745,312,1,2,58,1,6820,1200000
17746,84,2,2,56,4,9601,180000
17747,19,2,2,53,4,5619,250000
17748,48,2,2,57,4,9602,300000
17749,18,2,2,45,4,5619,200000
17750,4,2,2,98,4,4921,500000
17751,18,2,1,95,4,4111,620000
17752,180,2,2,84,4,4520,750000
17753,8,2,2,98,4,4921,500000
17754,5,2,2,98,4,4921,500000
17755,120,2,1,85,4,2630, 
17756,19,1,2,50,1,5611,1150000
17757,60,2,2,45,4,4781,1300000
17758,60,1,2,84,1,4644,1014980
17759,12,2,2,45,4,4792,60000
17760,1,1,2,3,1,3314,1014000
17761,48,2,1,45,4,4781,1200000
17762,3,2,2,98,4,4921,300000
17763,360,1,2,87,1,3520,1000000
17764,96,1,2,13,1,8530,1500000
17765,132,1,2,59,1,8610,1000000
17766,36,2,2,45,4,4792,50000
17767,60,2,2,55,4,8121,240000
17768,84,2,2,98,4,4921,500000
17769,120,2,2,98,4,4921,600000
17770,4,1,2,54,3,9700,100000
17771,48,1,2,45,1,4773,1014980
17772,144,1,2,7,1,8610,1500000
17773,360,2,2,45,4,4781,800000
17774,4,2,2,98,4,4921,1200000
17775,42,2,2,45,4,4792,300000
17776,240,2,2,95,4,4111,600000
17777,380,2,2,95,4,4111,400000
17778,24,2,2,61,4,161,300000
17779,6,2,2,6,4,7500,1500000
17780,32,2,2,53,4,5619,250000
17781,33,2,2,98,4,4921,750000
17782,66,2,2,55,4,8121,216000
17783,18,2,2,55,4,8121,190000
17784,114,2,2,98,4,4921,900000
17785,576,2,2,95,4,4111,900000
17786,120,2,1,55,4,8121,320000
17787,148,2,2,95,4,4111,720000
17788,180,2,2,98,4,4921,750000
17789,12,1,2,58,1,4111,1014980
17790,12,2,2,98,4,4921,300000
17791,18,1,2,55,1,4754,710000
17792,180,1,2,58,1,5210,1200000
17793,18,2,1,79,4,1410,480000
17794,60,2,2,98,4,4921,800000
17795,48,2,2,98,4,4921,600000
17796,24,2,1,41,5,4752,2000000
17797,372,1,2,55,1,8530,1200000
17798,12,1,2,97,1,4645,1200000
17799,2,1,2,59,1,4773,950000
17800,60,1,2,13,2,8530,2300000
17801,480,2,2,41,5,4711, 
17802,480,2,2,33,6,4711, 
17803,60,2,2,53,5,5619,1000000
17804,3,1,2,45,1,4773,1200000
17805,18,2,2,45,4,9200,300000
17806,180,2,2,98,4,4921,750000
17807,180,1,2,13,2,8530,3200000
17808,24,2,2,45,6,5619, 
17809,24,2,2,45,4,5619,750000
17810,1,2,2,53,4,5619,90000
17811,1,2,2,45,4,5619,540000
17812,490,2,2,95,4,4111,480000
17813,1,2,2,45,4,4711,300000
17814,24,2,2,77,4,5619,450000
17815,72,2,1,95,4,4111,310000
17816,24,1,2,54,3,9700,300000
17817,1,1,2,98,1,3511,1040000
17818,72,2,2,57,4,9602,300000
17819,2,1,2,85,1,3511,1044000
17820,48,2,2,98,4,4921,500000
17821,60,2,2,61,4,8130,450000
17822,3,2,2,57,4,9602,30000
17823,1,2,2,41,4,4711,200000
17824,96,2,2,98,4,4921,900000
17825,240,2,2,85,4,9522,600000
17826,12,2,2,77,4,5619,150000
